NettingSetId,NettingName,NettingType,CounterpartyId,Collateral,MTA,InputCurrency
176_A_VM CSA Eng,VM CSA Eng,Margined,cpty67,-317898,250000,EUR
18394_A_Unmargined,CSA_2,Margined,cpty68,310000,250000,USD
18610_A_VM CSA Eng,VM CSA NY,Margined,cpty69,-10550626,250000,USD
3245_A_Unmargined,VM CSA Eng,Margined,cpty70,7376394,25000000,JPY
4469_A_Unmargined,CSA,Margined,cpty71,350000,250000,USD
5652_A_VM CSA Eng,VM CSA Eng,Margined,cpty72,363312,250000,EUR
7614_A_VM CSA NY,VM CSA NY,Margined,cpty73,110000,100000,USD
7978_A_VM CSA Eng,VM CSA Eng,Margined,cpty74,-10098938,250000,USD
8432_A_VM CSA NY,VM CSA Eng,Margined,cpty75,-723169,250000,USD
8690_A_VM CSA NY,VM CSA Eng,Margined,cpty76,-1451196,100000,USD
17499_A_Unmargined,VM CSA Eng,Margined,cpty77,-10000,250000,USD
2254_A_Unmargined,VM CSA Eng,Margined,cpty78,3809824,100000,USD
2292_A_CSA,CSA,Margined,cpty79,0,100000,USD
58_A_Unmargined,VM CSA NY,Margined,cpty13,-781325,250000,USD
6548_A_Unmargined,VM CSA NY,Margined,cpty14,-8974,250000,USD
729_A_VM CSA NY,VM CSA Eng,Margined,cpty15,2939280,250000,USD
4294_A_Unmargined,VM CSA Eng,Margined,cpty16,-18541032,250000,USD
4324_A_Unmargined,VM CSA NY,Margined,cpty17,-1200000,250000,USD
4336_A_Unmargined,CSA,Margined,cpty18,42870000,250000,USD
11847_A_VM CSA NY,VM CSA Eng,Margined,cpty19,9108000,500000,EUR
12934_A_VM CSA NY,VM CSA NY,Margined,cpty20,-3500000,100000,USD
15487_A_VM CSA NY,VM CSA Eng,Margined,cpty21,4147480,250000,USD
2117_B_VM CSA Eng,VM CSA Eng,Margined,cpty22,-122729,100000,SGD
4533_A_Unmargined,CSA,Margined,cpty23,81,100000,USD
6127_A_VM CSA NY,VM CSA Eng,Margined,cpty24,6925313,100000,SGD
1162_A_CSA,VM CSA Eng,Margined,cpty25,30644500,500000,EUR
4148_A_Unmargined,VM CSA Eng,Margined,cpty26,-3800000,250000,USD
6553_A_Unmargined,VM CSA Eng,Margined,cpty27,1450000,250000,USD
6927_A_VM CSA Eng,CSA,Margined,cpty28,6600000,1000000,USD
6929_A_VM CSA NY,VM CSA Eng,Margined,cpty29,1080000,250000,USD
2122_A_Unmargined,VM CSA Eng,Margined,cpty30,590000,250000,USD
2726_A_Unmargined,VM CSA Eng,Margined,cpty31,240000,250000,USD
605_A_Unmargined,VM CSA Eng,Margined,cpty32,6330000,250000,USD
2552_A_Unmargined,VM CSA Eng,Margined,cpty33,710000,250000,USD
3000_A_Unmargined,VM CSA Eng,Margined,cpty34,11338431,100000,USD
312_A_Unmargined,VM CSA Eng,Margined,cpty35,-120000,250000,USD
4226_A_Unmargined,VM CSA Eng,Margined,cpty36,170000,50000,USD
13051_B_CSA,VM CSA Eng,Margined,cpty37,90000,50000,USD
16629_A_Unmargined,VM CSA Eng,Margined,cpty38,-240000,50000,USD
1805_A_VM CSA Eng,VM CSA NY,Margined,cpty39,430000,250000,USD
3965_A_Unmargined,VM CSA NY,Margined,cpty40,970000,250000,USD
5584_A_Unmargined,VM CSA Eng,Margined,cpty41,450000,250000,USD
10609_A_Unmargined,VM CSA Eng,Margined,cpty42,570000,250000,USD
2842_A_Unmargined,VM CSA NY,Margined,cpty43,915691,250000,USD
8465_A_Unmargined,VM CSA Eng,Margined,cpty44,-310000,250000,USD
9847_A_CSA,CSA,Margined,cpty45,290000,100000,USD
1241_A_Unmargined,VM CSA NY,Margined,cpty46,-310000,250000,USD
12842_A_Unmargined,VM CSA NY,Margined,cpty47,281229,250000,USD
1610_A_Unmargined,VM CSA NY,Margined,cpty48,-17349000,250000,USD
1207_A_Unmargined,VM CSA NY,Margined,cpty49,1206204,250000,USD
13044_A_CSA,VM CSA NY,Margined,cpty50,12027648,250000,USD
13919_A_Unmargined,VM CSA NY,Margined,cpty51,444784,250000,USD
1510_A_Unmargined,VM CSA NY,Margined,cpty52,30000,50000,USD
17005_A_Unmargined,VM CSA NY,Margined,cpty53,625091,250000,USD
17385_A_VM CSA NY,VM CSA NY,Margined,cpty54,-60000,250000,USD
2338_A_Unmargined,VM CSA NY,Margined,cpty55,70000,50000,USD
2809_A_Unmargined,VM CSA Eng,Margined,cpty56,2750000,100000,USD
3423_A_Unmargined,VM CSA NY,Margined,cpty57,40000,50000,USD
3896_A_VM CSA NY,VM CSA NY,Margined,cpty58,440000,250000,USD
3992_A_Unmargined,VM CSA NY,Margined,cpty59,170000,50000,USD
4031_A_Unmargined,VM CSA NY,Margined,cpty60,200000,50000,USD
4321_A_Unmargined,VM CSA NY,Margined,cpty61,60000,50000,USD
4432_A_Unmargined,VM CSA Eng,Margined,cpty62,-20000,250000,USD
5569_A_Unmargined,VM CSA NY,Margined,cpty63,100000,50000,USD
910_A_Unmargined,VM CSA NY,Margined,cpty64,60000,50000,USD
1254_A_Unmargined,VM CSA NY,Margined,cpty65,1330000,250000,USD
2428_A_Unmargined,VM CSA NY,Margined,cpty66,700000,250000,USD
11563_A_Unmargined,VM CSA NY,Margined,cpty67,-280000,250000,USD
774_A_Unmargined,VM CSA NY,Margined,cpty68,240000,50000,USD
821_A_CSA,VM CSA NY,Margined,cpty69,390000,50000,USD
11221_A_Unmargined,VM CSA NY,Margined,cpty70,60000,50000,USD
6684_A_Unmargined,VM CSA Eng,Margined,cpty71,102182,50000,EUR
16474_A_Unmargined,VM CSA NY,Margined,cpty72,-280000,250000,USD
4348_A_Unmargined,VM CSA NY,Margined,cpty73,60000,50000,USD
1094_A_Unmargined,VM CSA NY,Margined,cpty74,190000,50000,USD
10188_A_VM CSA Eng,VM CSA NY,Margined,cpty75,-300000,50000,USD
17623_A_Unmargined,VM CSA NY,Margined,cpty76,2290729,50000,USD
18734_A_Unmargined,VM CSA Eng,Margined,cpty77,1203471,50000,EUR
2376_A_Unmargined,VM CSA Eng,Margined,cpty78,-4859298,250000,EUR
2690_A_Unmargined,VM CSA Eng,Margined,cpty79,1010000,250000,USD
5882_A_Unmargined,VM CSA Eng,Margined,cpty13,533615,250000,EUR
9489_A_Unmargined,VM CSA Eng,Margined,cpty14,-363312,25000,EUR
11512_A_Unmargined,VM CSA Eng,Margined,cpty15,-70000,50000,USD
18421_B_VM CSA NY,VM CSA Eng,Margined,cpty16,-567675,50000,EUR
1920_A_CSA,VM CSA Eng,Margined,cpty17,-170303,50000,EUR
5593_A_VM CSA NY,VM CSA Eng,Margined,cpty18,420080,250000,EUR
2204_A_Unmargined,VM CSA Eng,Margined,cpty19,-124889,25000,EUR
2348_A_Unmargined,VM CSA Eng,Margined,cpty20,-227070,25000,EUR
2801_A_Unmargined,VM CSA Eng,Margined,cpty21,-420080,25000,EUR
3747_A_Unmargined,VM CSA Eng,Margined,cpty22,220000,100000,USD
13963_A_VM CSA Eng,CSA,Margined,cpty23,0,250000,USD
14082_A_VM CSA Eng,VM CSA Eng,Margined,cpty24,-113535,50000,EUR
16890_A_VM CSA NY,VM CSA Eng,Margined,cpty25,-522261,25000,EUR
17153_A_VM CSA NY,VM CSA Eng,Margined,cpty26,-3065445,25000,EUR
18236_A_Unmargined,VM CSA Eng,Margined,cpty27,56768,250000,EUR
3875_A_VM CSA NY,VM CSA Eng,Margined,cpty28,158949,50000,EUR
3881_A_VM CSA NY,VM CSA NY,Margined,cpty29,-270000,250000,USD
3989_A_VM CSA NY,VM CSA NY,Margined,cpty30,274470,250000,USD
8626_A_Unmargined,VM CSA NY,Margined,cpty31,261411,250000,USD
8880_A_VM CSA NY,VM CSA Eng,Margined,cpty32,158949,50000,EUR
10763_A_CSA,VM CSA Eng,Margined,cpty33,-110000,250000,USD
13898_A_VM CSA NY,CSA,Margined,cpty34,-51429520,15000000,USD
13899_A_VM CSA NY,VM CSA NY,Margined,cpty35,5560000,400000,USD
15159_A_Unmargined,VM CSA NY,Margined,cpty36,80000,50000,USD
17683_A_Unmargined,VM CSA NY,Margined,cpty37,10000,25000,USD
15574_A_CSA,VM CSA Eng,Margined,cpty38,290000,250000,USD
17462_A_VM CSA Eng,VM CSA Eng,Margined,cpty39,0,250000,USD
1513_A_Unmargined,VM CSA NY,Margined,cpty40,-1690000,100000,USD
11983_A_Unmargined,VM CSA NY,Margined,cpty41,-280000,100000,USD
6568_A_Unmargined,VM CSA Eng,Margined,cpty42,8860000,250000,USD
7266_A_CSA,VM CSA NY,Margined,cpty43,-10000,50000,USD
841_A_CSA,VM CSA NY,Margined,cpty44,-340000,250000,USD
2414_A_VM CSA NY,VM CSA Eng,Margined,cpty45,-17610000,100000,USD
8220_A_Unmargined,VM CSA NY,Margined,cpty46,-310000,250000,USD
2494_A_Unmargined,VM CSA NY,Margined,cpty47,132782,250000,USD
3876_A_Unmargined,VM CSA NY,Margined,cpty48,931956,250000,USD
4101_A_Unmargined,VM CSA NY,Margined,cpty49,284655,250000,USD
5994_A_Unmargined,VM CSA NY,Margined,cpty50,582603,250000,USD
7053_A_Unmargined,VM CSA NY,Margined,cpty51,608866,250000,USD
7995_A_Unmargined,VM CSA NY,Margined,cpty52,-210000,250000,USD
921_A_Unmargined,VM CSA NY,Margined,cpty53,575339,250000,USD
14213_B_CSA,VM CSA NY,Margined,cpty54,-30000,250000,USD
684_A_Unmargined,VM CSA NY,Margined,cpty55,518695,250000,USD
7721_A_Unmargined,CSA,Margined,cpty56,133645836,250000,USD
14292_A_VM CSA Eng,VM CSA NY,Margined,cpty57,-16160000,250000,USD
17394_A_VM CSA Eng,VM CSA NY,Margined,cpty58,-18070000,250000,USD
3294_A_VM CSA Eng,VM CSA NY,Margined,cpty59,271013,250000,USD
52_A_Unmargined,VM CSA NY,Margined,cpty60,257144,250000,USD
18453_A_Unmargined,VM CSA NY,Margined,cpty61,678065,250000,USD
2252_A_Unmargined,VM CSA Eng,Margined,cpty62,33430000,400000,USD
14666_A_VM CSA Eng,VM CSA NY,Margined,cpty63,425677,250000,USD
9104_A_Unmargined,VM CSA NY,Margined,cpty64,-1272703,250000,USD
7951_A_Unmargined,VM CSA Eng,Margined,cpty65,80000,250000,USD
1151_A_Unmargined,VM CSA NY,Margined,cpty66,180000,50000,USD
248_A_Unmargined,VM CSA Eng,Margined,cpty67,-88897905,0,EUR
2508_A_Unmargined,VM CSA Eng,Margined,cpty68,-5580000,250000,USD
4100_A_Unmargined,VM CSA NY,Margined,cpty69,-790000,400000,USD
9659_A_CSA,VM CSA NY,Margined,cpty70,-900000,400000,USD
15851_A_VM CSA Eng,VM CSA NY,Margined,cpty71,-1500000,400000,USD
4248_A_CSA,VM CSA NY,Margined,cpty72,-810000,400000,USD
10998_A_VM CSA Eng,VM CSA NY,Margined,cpty73,-1480000,400000,USD
16970_A_Unmargined,VM CSA Eng,Margined,cpty74,363312,250000,EUR
1040_A_Unmargined,VM CSA Eng,Margined,cpty75,176383,50000,USD
13395_A_Unmargined,VM CSA Eng,Margined,cpty76,0,250000,USD
1430_A_Unmargined,VM CSA NY,Margined,cpty77,-390000,250000,USD
14510_A_VM CSA NY,VM CSA Eng,Margined,cpty78,1210000,250000,USD
5245_A_Unmargined,VM CSA NY,Margined,cpty79,-20000,250000,USD
691_A_Unmargined,VM CSA Eng,Margined,cpty13,-1220000,100000,USD
7947_A_Unmargined,VM CSA NY,Margined,cpty14,70000,250000,USD
7980_A_Unmargined,VM CSA NY,Margined,cpty15,-390000,50000,USD
14414_A_CSA,VM CSA Eng,Margined,cpty16,430881,250000,GBP
1910_A_Unmargined,VM CSA Eng,Margined,cpty17,-70000,50000,USD
3987_A_Unmargined,VM CSA NY,Margined,cpty18,275406,250000,USD
1974_A_Unmargined,CSA,Margined,cpty19,-63116,30000000,THB
5602_A_Unmargined,VM CSA NY,Margined,cpty20,530000,250000,USD
572_A_VM CSA Eng,VM CSA Eng,Margined,cpty21,1620000,250000,USD
2613_A_Unmargined,VM CSA Eng,Margined,cpty22,-1507745,100000,USD
2457_A_Unmargined,VM CSA Eng,Margined,cpty23,20000,250000,USD
16404_A_Unmargined,VM CSA Eng,Margined,cpty24,38330000,50000,USD
353_B_CSA,VM CSA Eng,Margined,cpty25,-1780000,250000,USD
2940_A_Unmargined,VM CSA Eng,Margined,cpty26,-110000,250000,USD
1578_A_VM CSA NY,VM CSA Eng,Margined,cpty27,1770000,250000,USD
7675_A_Unmargined,VM CSA Eng,Margined,cpty28,1135,250000,USD
15473_A_Unmargined,VM CSA Eng,Margined,cpty29,2180621,250000,AUD
2265_A_Unmargined,VM CSA Eng,Margined,cpty30,3160835,150000,AUD
17958_A_Unmargined,VM CSA Eng,Margined,cpty31,127854,150000,AUD
218_A_Unmargined,VM CSA NY,Margined,cpty32,900000,250000,USD
6312_A_CSA,VM CSA Eng,Margined,cpty33,-3790000,100000,USD
6888_A_Unmargined,VM CSA NY_2,Margined,cpty34,-17896,50000,USD
848_A_Unmargined,VM CSA NY,Margined,cpty35,303559,250000,USD
9391_A_VM CSA Eng,VM CSA Eng,Margined,cpty36,-160000,250000,USD
14245_A_Unmargined,VM CSA Eng,Margined,cpty37,1060000,100000,USD
15_C_VM CSA Eng,VM CSA NY,Margined,cpty38,335991,250000,CAD
14255_A_Unmargined,VM CSA NY,Margined,cpty39,63405669,250000,USD
16500_A_Unmargined,VM CSA NY,Margined,cpty40,-460000,250000,USD
16514_A_Unmargined,VM CSA Eng,Margined,cpty41,-10000,50000,USD
3771_A_Unmargined,VM CSA Eng,Margined,cpty42,930000,250000,USD
1575_A_CSA,VM CSA NY,Margined,cpty43,510000,100000,USD
2721_A_Unmargined,VM CSA Eng,Margined,cpty44,-1040000,250000,USD
2866_A_Unmargined,No Calls,Margined,cpty45,0,100000,USD
6047_A_Unmargined,VM CSA Eng,Margined,cpty46,12361829,250000,USD
11382_A_Unmargined,VM CSA Eng,Margined,cpty47,89038,100000,USD
2602_A_Unmargined,VM CSA Eng,Margined,cpty48,5760000,250000,USD
1684_A_CSA,VM CSA NY,Margined,cpty49,80000,50000,USD
17222_A_VM CSA Eng,VM CSA NY,Margined,cpty50,-2440000,250000,USD
4458_A_Unmargined,VM CSA NY,Margined,cpty51,320000,250000,USD
18367_A_Unmargined,VM CSA Eng,Margined,cpty52,80000,50000,USD
5693_A_Unmargined,VM CSA Eng,Margined,cpty53,-1430000,100000,USD
2116_A_Unmargined,CSA,Margined,cpty54,-3820000,250000,USD
17588_A_Unmargined,VM CSA NY,Margined,cpty55,12436305,25000000,JPY
12445_A_Unmargined,CSA,Margined,cpty56,57686498,1000000,USD
14966_A_VM CSA Eng,VM CSA Eng,Margined,cpty57,50000,50000,USD
1766_A_Unmargined,VM CSA Eng,Margined,cpty58,-27634419,250000,EUR
1495_A_VM CSA NY,VM CSA Eng,Margined,cpty59,250000,250000,USD
917_A_Unmargined,VM CSA Eng,Margined,cpty60,250000,250000,USD
11355_A_Unmargined,VM CSA Eng,Margined,cpty61,3900000,250000,USD
484_C_VM CSA Eng,VM CSA Eng,Margined,cpty62,50000,250000,USD
4497_A_Unmargined,VM CSA Eng,Margined,cpty63,-4950000,250000,USD
13757_A_Unmargined,VM CSA Eng,Margined,cpty64,100000,250000,USD
2393_A_Unmargined,VM CSA Eng,Margined,cpty65,200000,250000,USD
16420_A_Unmargined,VM CSA Eng,Margined,cpty66,70000,66000,USD
13634_A_Unmargined,VM CSA Eng,Margined,cpty67,-77450000,100000,USD
10654_A_VM CSA NY,VM CSA Eng,Margined,cpty68,-560000,250000,USD
10655_A_VM CSA NY,VM CSA Eng,Margined,cpty69,2740000,250000,USD
10656_A_VM CSA NY,VM CSA Eng,Margined,cpty70,560000,250000,USD
14902_A_VM CSA NY,VM CSA NY,Margined,cpty71,1120000,150000,USD
16386_A_VM CSA NY,VM CSA Eng,Margined,cpty72,-18440660,5000000,ZAR
17241_A_VM CSA NY,VM CSA Eng,Margined,cpty73,500000,100000,USD
18599_A_VM CSA NY,VM CSA Eng,Margined,cpty74,3208154,250000,USD
4735_A_VM CSA NY,VM CSA Eng,Margined,cpty75,160000,200000,USD
4741_A_VM CSA NY,CSA,Margined,cpty76,525718,7500000,TWD
5324_A_VM CSA NY,CSA,Margined,cpty77,3280474,8200000,THB
5328_A_VM CSA NY,VM CSA Eng,Margined,cpty78,2010000,250000,USD
5329_A_VM CSA NY,VM CSA Eng,Margined,cpty79,-500000,315000,USD
6564_A_VM CSA NY,CSA,Margined,cpty13,11528595,5000000,USD
6876_A_VM CSA NY,VM CSA Eng,Margined,cpty14,1830000,250000,USD
7728_A_VM CSA NY,CSA,Margined,cpty15,2990000,1000000,USD
7803_A_VM CSA NY,CSA,Margined,cpty16,1929000,100000,USD
8011_A_VM CSA Eng,CSA,Margined,cpty17,757295,250000,SGD
8014_A_VM CSA NY,VM CSA Eng,Margined,cpty18,80000,66000,USD
9266_A_VM CSA NY,VM CSA Eng,Margined,cpty19,26963293,250000,GBP
18565_A_Unmargined,VM CSA Eng,Margined,cpty20,78342,250000,GBP
2205_A_Unmargined,VM CSA NY,Margined,cpty21,301173,250000,CAD
546_A_Unmargined,VM CSA Eng,Margined,cpty22,16530000,200000,USD
5267_A_Unmargined,VM CSA NY,Margined,cpty23,1194414,250000,CAD
8410_A_Unmargined,VM CSA NY,Margined,cpty24,259266,250000,CAD
17594_A_Unmargined,VM CSA Eng,Margined,cpty25,1300000,250000,USD
1571_A_VM CSA Eng,VM CSA NY,Margined,cpty26,-24368719,250000,CAD
17007_A_Unmargined,VM CSA NY,Margined,cpty27,2629547,250000,CAD
3645_A_Unmargined,VM CSA NY,Margined,cpty28,210000,50000,USD
10313_A_VM CSA Eng,VM CSA NY,Margined,cpty29,530000,50000,USD
10678_A_VM CSA Eng,VM CSA NY,Margined,cpty30,727467,250000,USD
5441_A_VM CSA Eng,VM CSA NY,Margined,cpty31,10000,25000,USD
7412_A_VM CSA Eng,VM CSA NY,Margined,cpty32,-270000,50000,USD
8460_A_VM CSA Eng,VM CSA Eng,Margined,cpty33,-130000,100000,USD
12284_A_Unmargined,VM CSA NY,Margined,cpty34,380000,50000,USD
1382_O_VM CSA Eng,VM CSA NY,Margined,cpty35,-260000,250000,USD
2861_A_Unmargined,VM CSA Eng,Margined,cpty36,91399,50000,GBP
2173_A_CSA,VM CSA NY,Margined,cpty37,330000,50000,USD
8481_A_CSA,VM CSA Eng,Margined,cpty38,140000,50000,USD
1248_B_VM CSA Eng,VM CSA NY,Margined,cpty39,-3040000,250000,USD
14316_A_Unmargined,VM CSA Eng,Margined,cpty40,-4393805,250000,EUR
2085_A_Unmargined,VM CSA NY,Margined,cpty41,90000,50000,USD
5187_A_CSA,VM CSA NY,Margined,cpty42,-1570000,50000,USD
1527_D_VM CSA NY,VM CSA Eng,Margined,cpty43,65285,50000,GBP
2565_A_Unmargined,VM CSA Eng,Margined,cpty44,-9255355,17000000,INR
1556_A_VM CSA Eng,VM CSA NY,Margined,cpty45,-510000,50000,USD
9406_A_Unmargined,VM CSA Eng,Margined,cpty46,227070,250000,EUR
2800_A_Unmargined,VM CSA Eng,Margined,cpty47,261131,50000,EUR
1553_A_Unmargined,VM CSA NY,Margined,cpty48,100000,50000,USD
3317_A_Unmargined,VM CSA NY,Margined,cpty49,120000,50000,USD
10911_B_CSA,VM CSA NY,Margined,cpty50,-2030000,250000,USD
1096_B_CSA,VM CSA NY,Margined,cpty51,-180000,20000,USD
1279_A_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty52,-130000,20000,USD
14176_A_Unmargined,CSA,Margined,cpty53,700000,100000,USD
1658_B_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty54,-60000,50000,USD
17705_A_CSA,VM CSA Eng,Margined,cpty55,-52226,100000,USD
2119_A_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty56,-658227,50000,USD
2892_A_Unmargined,CSA,Margined,cpty57,-10232910,2000000,USD
292_A_Unmargined,CSA,Margined,cpty58,54,300000,USD
648_C_CSA,CSA,Margined,cpty59,1771146,40000,EUR
9237_A_Unmargined,VM CSA Eng,Margined,cpty60,30000,50000,USD
979_A_Unmargined,CSA,Margined,cpty61,1054,100000,USD
1103_B_CSA,No Calls,Margined,cpty62,63,250000,USD
175_B_CSA,VM CSA Eng,Margined,cpty63,-620000,250000,USD
10764_A_CSA,VM CSA NY,Margined,cpty64,-940000,250000,USD
1287_A_Unmargined,VM CSA Eng,Margined,cpty65,102182,50000,EUR
1328_B_CSA,CSA,Margined,cpty66,-1918742,1000000,EUR
192_A_VM CSA Eng,VM CSA Eng,Margined,cpty67,-260000,250000,USD
256_J_CSA,VM CSA NY,Margined,cpty68,-40000,50000,USD
256_B_CSA,VM CSA NY,Margined,cpty69,210000,50000,USD
267_C_CSA,VM CSA NY,Margined,cpty70,80000,250000,USD
554_B_CSA,VM CSA NY,Margined,cpty71,165864,50000,USD
6_B_CSA,VM CSA Eng,Margined,cpty72,-7681897,125000,SGD
620_B_CSA,VM CSA Eng,Margined,cpty73,-830000,100000,USD
1668_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty74,5598411,250000,USD
3165_A_VM CSA Eng,VM CSA NY,Margined,cpty75,-14200000,300000,USD
660_A_Unmargined,VM CSA NY,Margined,cpty76,-1515307,250000,USD
6676_A_Unmargined,VM CSA NY,Margined,cpty77,66250000,250000,USD
7264_A_Unmargined,VM CSA NY,Margined,cpty78,250000,250000,USD
772_F_CSA,CSA,Margined,cpty79,9,250000,USD
1758_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty13,120000,100000,USD
1952_B_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty14,120000,100000,USD
2140_A_VM CSA NY,VM CSA NY,Margined,cpty15,210000,100000,USD
273_A_VM CSA Eng,VM CSA NY,Margined,cpty16,-1390000,250000,USD
14408_A_CSA,VM CSA Eng,Margined,cpty17,4491608,250000,USD
1597_A_Unmargined,VM CSA Eng,Margined,cpty18,7247941,250000,USD
1962_A_Unmargined,VM CSA NY,Margined,cpty19,60000,50000,USD
288_E_CSA,VM CSA NY,Margined,cpty20,7790905,250000,CAD
534_B_VM CSA Eng,CSA,Margined,cpty21,2611305,1000000,EUR
544_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty22,3848837,250000,EUR
5729_A_Unmargined,VM CSA Eng,Margined,cpty23,3975,50000,USD
1530_A_Unmargined,VM CSA NY,Margined,cpty24,-120000,250000,USD
2715_A_CSA,VM CSA NY,Margined,cpty25,4317475,50000,USD
4942_A_Unmargined,VM CSA Eng,Margined,cpty26,-840159,450000,EUR
530_C_IM CSD Eng,VM CSA Eng,Margined,cpty27,110000,100000,USD
553_E_CSA,VM CSA NY,Margined,cpty28,30000,250000,USD
15036_A_Unmargined,VM CSA NY,Margined,cpty29,640000,250000,USD
15037_A_Unmargined,VM CSA Eng,Margined,cpty30,-535000,250000,EUR
7041_A_Unmargined,VM CSA NY,Margined,cpty31,0,50000,USD
1534_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty32,440000,400000,USD
1584_A_Unmargined,VM CSA Eng,Margined,cpty33,-12170952,250000,EUR
606_B_CSA,VM CSA Eng,Margined,cpty34,0,250000,USD
613_B_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty35,703917,400000,EUR
971_A_Unmargined,VM CSA Eng,Margined,cpty36,-2267,50000,GBP
10997_A_Unmargined,VM CSA Eng,Margined,cpty37,110000,50000,USD
3536_A_Unmargined,VM CSA NY,Margined,cpty38,90000,10000,USD
526_A_CSA,VM CSA NY,Margined,cpty39,478290,250000,USD
617_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty40,737978,100000,EUR
11_A_Unmargined,VM CSA Eng,Margined,cpty41,110000,100000,USD
2241_A_CSA,VM CSA Eng,Margined,cpty42,210000,100000,USD
795_B_CSA,VM CSA NY,Margined,cpty43,-990000,250000,USD
1382_G_CSA,VM CSA Eng,Margined,cpty44,120000,250000,USD
5401_A_Unmargined,CSA,Margined,cpty45,-10130000,100000,USD
605_B_CSA,CSA,Margined,cpty46,-42870000,250000,USD
1096_K_CSA,VM CSA Eng_2,Margined,cpty47,-9108000,500000,EUR
557_B_CSA,CSA,Margined,cpty48,29950000,500000,USD
7100_A_Unmargined,VM CSA Eng_2,Margined,cpty49,2330000,400000,USD
833_B_CSA,CSA,Margined,cpty50,-1380000,1000000,USD
16_B_CSA,VM CSA Eng_2,Margined,cpty51,6164951,500000,EUR
17235_A_CSA,CSA,Margined,cpty52,50910000,250000,USD
2160_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty53,613089,100000,EUR
585_B_CSA,VM CSA Eng,Margined,cpty54,2890000,250000,USD
3770_A_Unmargined,VM CSA Eng,Margined,cpty55,710000,400000,USD
502_B_CSA,VM CSA Eng_2,Margined,cpty56,-30644500,500000,EUR
525_B_CSA,VM CSA Eng,Margined,cpty57,705078,100000,GBP
618_C_VM CSA Eng,VM CSA Eng,Margined,cpty58,221969,100000,GBP
1242_A_CSA,VM CSA Eng,Margined,cpty59,5230000,250000,USD
1376_A_Unmargined,VM CSA Eng,Margined,cpty60,558000,250000,USD
200_B_CSA,VM CSA Eng,Margined,cpty61,3928311,250000,EUR
286_A_CC_Swap Clear (LCH),CSA,Margined,cpty62,-1130000,500000,USD
847_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty63,-330000,250000,USD
1431_A_CSA,VM CSA NY,Margined,cpty64,450000,50000,USD
16701_A_Unmargined,VM CSA NY,Margined,cpty65,10000,50000,USD
1861_A_Unmargined,VM CSA Eng,Margined,cpty66,-10908443,100000,USD
550_B_CSA,VM CSA NY,Margined,cpty67,-490000,250000,USD
8275_A_Unmargined,VM CSA NY,Margined,cpty68,-280744,250000,USD
206_E_CSA,CSA,Margined,cpty69,380000,250000,USD
1079_B_IM CSA NY,VM CSA Eng,Margined,cpty70,-190000,50000,USD
3053_A_Unmargined,VM CSA NY,Margined,cpty71,60000,50000,USD
5598_A_Unmargined,VM CSA NY,Margined,cpty72,-60827,50000,USD
5760_A_Unmargined,VM CSA NY,Margined,cpty73,-360000,25000,USD
1_B_CSA,VM CSA Eng,Margined,cpty74,317898,250000,EUR
13815_A_Unmargined,VM CSA Eng,Margined,cpty75,317898,250000,EUR
16022_A_Unmargined,VM CSA Eng,Margined,cpty76,3201687,250000,EUR
3792_B_CSA,VM CSA Eng,Margined,cpty77,-940000,250000,USD
3_A_CSA,VM CSA Eng,Margined,cpty78,-8957912,400000,EUR
11603_A_VM CSA Eng,VM CSA Eng,Margined,cpty79,-385750000,100000,USD
2142_A_CSA,VM CSA Eng,Margined,cpty13,744249,250000,GBP
3178_A_VM CSA Eng,VM CSA Eng,Margined,cpty14,556322,50000,EUR
826_A_CSA,VM CSA Eng,Margined,cpty15,3270000,50000,USD
1799_B_IM CSA NY,VM CSA Eng,Margined,cpty16,-10000,50000,USD
564_A_CSA,VM CSA Eng,Margined,cpty17,570000,250000,USD
1596_A_CSA,VM CSA Eng,Margined,cpty18,180000,100000,USD
2227_B_CSA,CSA,Margined,cpty19,-14160000,250000,USD
14396_A_CC_Swap Clear (LCH),CSA,Margined,cpty20,-2310000,250000,USD
147_B_CSA,CSA,Margined,cpty21,4000000,100000,USD
1524_A_VM CSA NY,CSA,Margined,cpty22,-758693,250000,BRL
1858_A_Unmargined,VM CSA Eng,Margined,cpty23,-868870,5000000,INR
288_B_CSA,VM CSA Eng,Margined,cpty24,-1632125,150000,GBP
271_B_CSA,VM CSA Eng,Margined,cpty25,-1188187,150000,GBP
4582_B_VM CSA NY,CSA,Margined,cpty26,-3200000,250000,USD
11964_A_Unmargined,VM CSA NY,Margined,cpty27,-3550000,300000,USD
